"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"5290","32.3","19.0","24.9","4.8","5.0","4.7","2387.0","12.0","3.6","2.9","0.5","34.8","2.81","0.327","34.8","59.1","5.5","0.6","0.0","0.0","0.0","","","0.0","","","","6.7","76.0","54.5","","0 - 14","","9.0","","","","","10YR 3/2","10YR 5/2","","duro","","ligeramente adhesivo","ligeramente plástico","bloques subangulares","medios","fuerte","","A1","seco","258","claro","suave","Fe ++ finos, débiles","364","10/1031 C","","80.0","","no modal","1967-11-21","Pastura natural, gramíneas, cardo, lengua de vaca.","B21 se presenta en columnas, algunas de las cuales se encuentran moderadamente lixiviadas, formando en ciertos sectores un incipiente A2 con interdigitaciones del mismo, en este horizonte.","true","","","A 2,6 km al SW de La Emilia","394","3360-27-1","104","-33.365754","-60.337955","","","","seco fresco húmedo","no uniforme","severa","","","","Complejo La Emilia","","","Santa Fe","","","","","","ganadero","","lenta","medio","0 - 1%","clase 3","clase 2","bajo","6.5","14","0","2","franco limoso"
"5291","28.0","17.5","20.1","5.6","6.1","5.3","2136.0","10.3","3.9","2.6","0.7","28.4","1.03","0.128","27.4","65.5","5.4","0.7","0.0","0.0","0.0","","","0.0","","","","3.0","87.0","41.0","","14 - 32","","8.0","","","+"," Ca + en puntos","10YR 3/4","10YR 4/2","","","","ligeramente adhesivo","plástico","columnar","medios","fuerte","lixiviado","B21","seco","259","claro","suave","Fe ++ finos, precisos","364","10/1031 C","","80.0","","no modal","1967-11-21","Pastura natural, gramíneas, cardo, lengua de vaca.","B21 se presenta en columnas, algunas de las cuales se encuentran moderadamente lixiviadas, formando en ciertos sectores un incipiente A2 con interdigitaciones del mismo, en este horizonte.","true","","","A 2,6 km al SW de La Emilia","394","3360-27-1","104","-33.365754","-60.337955","","","","seco fresco húmedo","no uniforme","severa","","","","Complejo La Emilia","","","Santa Fe","","","","","","ganadero","","lenta","medio","0 - 1%","clase 3","clase 2","bajo","8.6","32","14","1","arcilloso limoso"
"5292","37.0","24.4","24.4","7.0","7.8","6.6","1424.0","12.3","7.3","2.9","1.9","36.9","0.55","0.076","23.3","57.1","5.4","0.6","0.0","0.0","0.0","","","0.0","","","","1.5","100.0","57.0","","32 - 70","","7.0","","","+++ 7.5YR 3/2","Ca + en puntos","7.5YR 4/2","7.5YR 3/2","","","firme","adhesivo","plástico","prismas","gruesos","fuerte","","B22","fresco a húmedo","260","claro","ondulado","Fe ++ finos, precisos","364","10/1031 C","","80.0","","no modal","1967-11-21","Pastura natural, gramíneas, cardo, lengua de vaca.","B21 se presenta en columnas, algunas de las cuales se encuentran moderadamente lixiviadas, formando en ciertos sectores un incipiente A2 con interdigitaciones del mismo, en este horizonte.","true","","","A 2,6 km al SW de La Emilia","394","3360-27-1","104","-33.365754","-60.337955","","","","seco fresco húmedo","no uniforme","severa","","","","Complejo La Emilia","","","Santa Fe","","","","","","ganadero","","lenta","medio","0 - 1%","clase 3","clase 2","bajo","8.6","70","32","","arcilloso"
"5293","26.7","","22.8","7.6","8.2","6.9","1885.0","","","2.7","1.4","16.6","0.2","0.032","27.2","76.0","6.5","0.9","0.0","0.0","0.0","","","0.2","","","","","","35.5","","70 - 130","","6.0","","","","Ca ++ en la masa","7.5YR 4/4","7.5YR 5/2","","","friable","ligeramente adhesivo","ligeramente plástico","bloques subangulares","gruesos","moderado","nódulos fuertemente cementado Fe","B3","húmedo","261","gradual","suave","Fe +++ finos, grandes","364","10/1031 C","","80.0","","no modal","1967-11-21","Pastura natural, gramíneas, cardo, lengua de vaca.","B21 se presenta en columnas, algunas de las cuales se encuentran moderadamente lixiviadas, formando en ciertos sectores un incipiente A2 con interdigitaciones del mismo, en este horizonte.","true","","","A 2,6 km al SW de La Emilia","394","3360-27-1","104","-33.365754","-60.337955","","","","seco fresco húmedo","no uniforme","severa","","","","Complejo La Emilia","","","Santa Fe","","","","","","ganadero","","lenta","medio","0 - 1%","clase 3","clase 2","bajo","8.4","130","70","","franco limoso"
"5294","28.9","22.1","23.0","7.3","7.8","6.6","2555.0","14.2","5.0","2.3","0.6","15.0","0.14","0.022","36.6","77.9","6.2","0.9","0.0","0.0","0.0","","","0.0","","","","1.0","96.0","36.0","","130 +","","6.0","","","","","7.5YR 5/4","7.5YR 6/4","","","","no adhesivo","no plástico","masiva","","","","C","","262","","","","364","10/1031 C","","80.0","","no modal","1967-11-21","Pastura natural, gramíneas, cardo, lengua de vaca.","B21 se presenta en columnas, algunas de las cuales se encuentran moderadamente lixiviadas, formando en ciertos sectores un incipiente A2 con interdigitaciones del mismo, en este horizonte.","true","","","A 2,6 km al SW de La Emilia","394","3360-27-1","104","-33.365754","-60.337955","","","","seco fresco húmedo","no uniforme","severa","","","","Complejo La Emilia","","","Santa Fe","","","","","","ganadero","","lenta","medio","0 - 1%","clase 3","clase 2","bajo","","150","130","","franco limoso"
