"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"","12.6","5.7","8.8","5.1","6.0","4.7","5280.0","3.9","0.8","0.7","0.3","15.4","1.05","0.138","11.1","14.1","3.4","48.7","16.9","1.5","","","","0.0","","","","8.5","65.0","","","5-10","","8.0","","","","","10YR 2/3","","","","friable","no adhesivo","no plástico","bloques subangulares","finos","moderado","","A11","","8437","claro","suave","","1910","313C","","","Desarrollado sobre materiales eólicos y fluviales","modal","1976-03-22","","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","5 km al N de la localidad de Ibicuy. Dpto. Islas del Ibicuy","","3360-35-2","","-33.702332","-59.137839","Dunas","de la antigua costa de transgresión y emersión - actuales pendientes medias convexas","Dm","","","","","","","El Reposo","ERe","","Entre Ríos","","Hapludol fluvéntico","","","","","normal","moderadamente lenta","","","clase 5","clase 3","loma","","14","0","3","franco arenoso"
"","12.0","6.5","9.0","4.8","6.0","4.0","9240.0","3.3","2.1","0.8","0.3","14.9","0.66","0.088","10.3","13.6","3.9","46.5","20.6","0.5","","","","0.0","","","","9.5","72.0","","","20-30","","7.0","","","","","7.5YR 2/3","","","","friable","no adhesivo","no plástico","bloques subangulares","medios","moderado","","A12","","8438","claro","suave","","1910","313C","","","Desarrollado sobre materiales eólicos y fluviales","modal","1976-03-22","","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","5 km al N de la localidad de Ibicuy. Dpto. Islas del Ibicuy","","3360-35-2","","-33.702332","-59.137839","Dunas","de la antigua costa de transgresión y emersión - actuales pendientes medias convexas","Dm","","","","","","","El Reposo","ERe","","Entre Ríos","","Hapludol fluvéntico","","","","","normal","moderadamente lenta","","","clase 5","clase 3","loma","","34","14","3","franco arenoso"
"","17.3","12.2","16.3","5.0","6.3","4.2","6402.0","7.1","4.6","1.0","0.5","25.3","0.25","","10.4","12.5","1.6","45.4","14.3","0.9","","","","0.0","","","","9.0","81.0","","","36-42","","","","","clsk x","","7.5YR 3/2","","","","firme","adhesivo","plástico","prismas","medios","moderado","","IIC1","","8439","abrupto","ondulado","","1910","313C","","","Desarrollado sobre materiales eólicos y fluviales","modal","1976-03-22","","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","5 km al N de la localidad de Ibicuy. Dpto. Islas del Ibicuy","","3360-35-2","","-33.702332","-59.137839","Dunas","de la antigua costa de transgresión y emersión - actuales pendientes medias convexas","Dm","","","","","","","El Reposo","ERe","","Entre Ríos","","Hapludol fluvéntico","","","","","normal","moderadamente lenta","","","clase 5","clase 3","loma","","45","34","2","franco arcillo arenoso"
"","5.4","3.4","4.1","5.4","6.5","4.4","15180.0","2.15","1.05","0.1","0.1","11.2","0.23","","1.5","4.2","0.8","67.2","16.2","0.4","","","","0.0","","","","2.4","83.0","","","48-55","","","","","","","7.5YR 3/4","","","","muy friable","no adhesivo","no plástico","masiva","","","","IIIC2","","8440","claro","suave","","1910","313C","","","Desarrollado sobre materiales eólicos y fluviales","modal","1976-03-22","","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","5 km al N de la localidad de Ibicuy. Dpto. Islas del Ibicuy","","3360-35-2","","-33.702332","-59.137839","Dunas","de la antigua costa de transgresión y emersión - actuales pendientes medias convexas","Dm","","","","","","","El Reposo","ERe","","Entre Ríos","","Hapludol fluvéntico","","","","","normal","moderadamente lenta","","","clase 5","clase 3","loma","","57","45","2","areno franco"
"","16.8","12.6","14.2","5.5","6.9","4.5","5016.0","7.0","4.5","0.7","0.4","22.6","0.47","0.052","2.7","6.8","1.4","60.4","8.0","0.8","","","","0.0","","","","7.1","89.0","","","58-64","","9.0","","","","","7.5YR 2/3","","","","firme","adhesivo","plástico","bloques angulares","medios","moderado","","IVC3","","8441","abrupto","suave","FeMn c m p (7.5YR 4/6)","1910","313C","","","Desarrollado sobre materiales eólicos y fluviales","modal","1976-03-22","","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","5 km al N de la localidad de Ibicuy. Dpto. Islas del Ibicuy","","3360-35-2","","-33.702332","-59.137839","Dunas","de la antigua costa de transgresión y emersión - actuales pendientes medias convexas","Dm","","","","","","","El Reposo","ERe","","Entre Ríos","","Hapludol fluvéntico","","","","","normal","moderadamente lenta","","","clase 5","clase 3","loma","","65","57","1","franco arcillo arenoso"
"","18.2","13.7","15.7","5.7","7.2","4.8","3505.0","7.1","5.3","0.8","0.5","24.4","","","4.8","9.3","15.0","42.8","8.3","0.2","","","","0.0","","","","5.7","87.0","","","70-100","","","","","","","10YR 4/3","","","","firme","adhesivo","plástico","bloques angulares","medios","moderado","","IVC4","","8442","claro","suave","FeMn a m s (7.5YR 4/6)","1910","313C","","","Desarrollado sobre materiales eólicos y fluviales","modal","1976-03-22","","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","5 km al N de la localidad de Ibicuy. Dpto. Islas del Ibicuy","","3360-35-2","","-33.702332","-59.137839","Dunas","de la antigua costa de transgresión y emersión - actuales pendientes medias convexas","Dm","","","","","","","El Reposo","ERe","","Entre Ríos","","Hapludol fluvéntico","","","","","normal","moderadamente lenta","","","clase 5","clase 3","loma","","107","65","1","franco arcillo arenoso"
"","4.5","3.65","4.05","5.9","7.2","5.2","10655.0","2.3","1.1","0.15","0.1","11.2","","","1.0","4.4","12.8","43.9","24.7","3.0","","","","0.0","","","","1.4","90.0","","","108-115","","","","","","","10YR 8/2","","","","muy friable","no adhesivo","no plástico","masiva","","","","VC5","","8443","abrupto","suave","FeMn e f d (10YR 4/6)","1910","313C","","","Desarrollado sobre materiales eólicos y fluviales","modal","1976-03-22","","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","5 km al N de la localidad de Ibicuy. Dpto. Islas del Ibicuy","","3360-35-2","","-33.702332","-59.137839","Dunas","de la antigua costa de transgresión y emersión - actuales pendientes medias convexas","Dm","","","","","","","El Reposo","ERe","","Entre Ríos","","Hapludol fluvéntico","","","","","normal","moderadamente lenta","","","clase 5","clase 3","loma","","118","107","","areno franco"
"","2.9","2.6","2.8","6.0","7.1","4.7","17525.0","1.6","0.8","0.05","0.15","7.7","","","2.0","4.7","14.3","63.8","9.2","0.3","","","","0.0","","","","1.4","93.0","","","125-148","","","","","","","10YR 7/2","","","","muy friable","no adhesivo","no plástico","masiva","","","","VIC6","","8444","abrupto","suave","FeMn a gr p (7.5YR 4/6)","1910","313C","","","Desarrollado sobre materiales eólicos y fluviales","modal","1976-03-22","","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","5 km al N de la localidad de Ibicuy. Dpto. Islas del Ibicuy","","3360-35-2","","-33.702332","-59.137839","Dunas","de la antigua costa de transgresión y emersión - actuales pendientes medias convexas","Dm","","","","","","","El Reposo","ERe","","Entre Ríos","","Hapludol fluvéntico","","","","","normal","moderadamente lenta","","","clase 5","clase 3","loma","","152","118","","arenoso"
"","8.5","4.9","5.3","5.4","7.0","4.4","11076.0","3.2","1.2","0.3","0.2","14.6","","","2.8","5.5","1.4","48.5","25.2","4.8","","","","0.0","","","","2.1","92.0","","","155-160","","","","","","","5YR 4/4","","","","friable","no adhesivo","no plástico","bloques subangulares","","débil","","VIIC7","","8445","abrupto","suave","","1910","313C","","","Desarrollado sobre materiales eólicos y fluviales","modal","1976-03-22","","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","5 km al N de la localidad de Ibicuy. Dpto. Islas del Ibicuy","","3360-35-2","","-33.702332","-59.137839","Dunas","de la antigua costa de transgresión y emersión - actuales pendientes medias convexas","Dm","","","","","","","El Reposo","ERe","","Entre Ríos","","Hapludol fluvéntico","","","","","normal","moderadamente lenta","","","clase 5","clase 3","loma","","162","152","","franco arenoso"
"","8.0","5.1","5.6","5.2","6.6","4.2","10375.0","3.5","1.2","0.2","0.2","13.6","","","3.0","6.0","3.7","51.1","24.5","1.1","","","","0.0","","","","2.1","91.0","","","164-170","","","","","","","7.5YR 6/8","","","","friable","no adhesivo","no plástico","masiva","","","","VIIIC8","","8446","abrupto","suave","","1910","313C","","","Desarrollado sobre materiales eólicos y fluviales","modal","1976-03-22","","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","5 km al N de la localidad de Ibicuy. Dpto. Islas del Ibicuy","","3360-35-2","","-33.702332","-59.137839","Dunas","de la antigua costa de transgresión y emersión - actuales pendientes medias convexas","Dm","","","","","","","El Reposo","ERe","","Entre Ríos","","Hapludol fluvéntico","","","","","normal","moderadamente lenta","","","clase 5","clase 3","loma","","172","162","","franco arenoso"
