"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"13682","24.3","17.3","15.5","6.9","7.8","6.3","2115.0","9.1","3.7","1.9","2.6","19.7","2.15","0.2","17.5","39.5","35.8","5.0","","","","","","0.0","","","","5.5","100.0","76.0","","0-20","","11.0","","","","","10YR 3/1","10YR 5/2","","","friable","no adhesivo","no plástico","bloques subangulares","medios","moderado","","A1","F","12077","claro","suave","","2629","26/50 C","150.0","80.0","sedimentos eólicos finos","modal","1971-08-01","Agropiro, gerardia, distichlis, altamisa, vicia, oxalis.","","true","s w","VI","A 25 km al W de Castelli.","IR 108","3757-2-1","54","-36.143828","-57.954892","","","","fresco húmedo","no uniforme","","","","","Castelli","Cas","Es un suelo gris muy oscuro, profundo, con aptitud ganadera que se encuentra en los tendidos de la Subregión Pampa Deprimida Sector Oriental, en transición a la llanura marina de la Bahía de Samborombón; algo pobremente drenado, desarrollado sobre sedimentos eólicos finos, débilmente a moderadamente salino, con fuerte alcalinidad sódica desde superficie, con pendientes que no superan el 0-0,5 %.","Buenos Aires","","Natracuol típico, fina, illítica, térmica","","","clase 3","ganadero","subnormal","lenta","lento","0 - 1%","","clase 2","tendido","7.8","20","0","","franco"
"13683","48.4","23.0","23.1","8.0","8.9","7.0","1084.0","10.8","3.1","2.1","7.0","33.5","0.78","0.087","13.2","27.5","33.3","5.2","","","","","","0.0","","","1.04","","100.0","","","20-28","","9.0","","","x","","10YR 4/2","10YR 5/2","","","firme","ligeramente adhesivo","ligeramente plástico","bloques subangulares","gruesos","fuerte","","B1","H","12078","claro","ondulado","CFP","2629","26/50 C","150.0","80.0","sedimentos eólicos finos","modal","1971-08-01","Agropiro, gerardia, distichlis, altamisa, vicia, oxalis.","","true","s w","VI","A 25 km al W de Castelli.","IR 108","3757-2-1","54","-36.143828","-57.954892","","","","fresco húmedo","no uniforme","","","","","Castelli","Cas","Es un suelo gris muy oscuro, profundo, con aptitud ganadera que se encuentra en los tendidos de la Subregión Pampa Deprimida Sector Oriental, en transición a la llanura marina de la Bahía de Samborombón; algo pobremente drenado, desarrollado sobre sedimentos eólicos finos, débilmente a moderadamente salino, con fuerte alcalinidad sódica desde superficie, con pendientes que no superan el 0-0,5 %.","Buenos Aires","","Natracuol típico, fina, illítica, térmica","","","clase 3","ganadero","subnormal","lenta","lento","0 - 1%","","clase 2","tendido","8.9","28","20","","franco arcilloso"
"13684","80.8","27.9","27.9","8.2","9.0","7.3","568.0","","","2.9","12.0","46.6","0.86","","10.8","24.3","25.3","3.8","","","","","","0.01","","","3.24","","","","","28-42","","","","","xxx","","7.5YR 4/2","7.5YR 5/2","FeMn xx, m Ca xxx","","firme","adhesivo","plástico","prismas","gruesos","fuerte","","B21","H","12079","claro","ondulado","EMP","2629","26/50 C","150.0","80.0","sedimentos eólicos finos","modal","1971-08-01","Agropiro, gerardia, distichlis, altamisa, vicia, oxalis.","","true","s w","VI","A 25 km al W de Castelli.","IR 108","3757-2-1","54","-36.143828","-57.954892","","","","fresco húmedo","no uniforme","","","","","Castelli","Cas","Es un suelo gris muy oscuro, profundo, con aptitud ganadera que se encuentra en los tendidos de la Subregión Pampa Deprimida Sector Oriental, en transición a la llanura marina de la Bahía de Samborombón; algo pobremente drenado, desarrollado sobre sedimentos eólicos finos, débilmente a moderadamente salino, con fuerte alcalinidad sódica desde superficie, con pendientes que no superan el 0-0,5 %.","Buenos Aires","","Natracuol típico, fina, illítica, térmica","","","clase 3","ganadero","subnormal","lenta","lento","0 - 1%","","clase 2","tendido","9.0","42","28","","arcilloso"
"13685","38.4","","22.4","8.2","9.3","7.7","387.0","","","2.6","8.8","29.5","0.12","","16.7","30.7","26.3","8.9","","","","","","4.6","","","6.85","","","","","42-80","","","","","x","","7.5YR 4/4","7.5YR 6/4","FeMn xx, m Ca xxx, Ca xx","","firme","ligeramente adhesivo","no plástico","prismas compuestos irregulares","gruesos","débil","","B22ca","H","12080","gradual","irregular","CMP","2629","26/50 C","150.0","80.0","sedimentos eólicos finos","modal","1971-08-01","Agropiro, gerardia, distichlis, altamisa, vicia, oxalis.","","true","s w","VI","A 25 km al W de Castelli.","IR 108","3757-2-1","54","-36.143828","-57.954892","","","","fresco húmedo","no uniforme","","","","","Castelli","Cas","Es un suelo gris muy oscuro, profundo, con aptitud ganadera que se encuentra en los tendidos de la Subregión Pampa Deprimida Sector Oriental, en transición a la llanura marina de la Bahía de Samborombón; algo pobremente drenado, desarrollado sobre sedimentos eólicos finos, débilmente a moderadamente salino, con fuerte alcalinidad sódica desde superficie, con pendientes que no superan el 0-0,5 %.","Buenos Aires","","Natracuol típico, fina, illítica, térmica","","","clase 3","ganadero","subnormal","lenta","lento","0 - 1%","","clase 2","tendido","9.3","80","42","","franco arcilloso"
"13686","23.1","","15.7","7.8","8.7","7.0","516.0","","","2.1","6.2","20.3","0.02","","10.8","38.6","37.9","3.2","","","","","","0.01","","","6.71","","","","","80-125","","","","","","","7.5YR 5/3","7.5YR 6/4","FeMn x, m Ca xx","","","no adhesivo","no plástico","masiva","","","CN","B3x","H","12081","gradual","suave","","2629","26/50 C","150.0","80.0","sedimentos eólicos finos","modal","1971-08-01","Agropiro, gerardia, distichlis, altamisa, vicia, oxalis.","","true","s w","VI","A 25 km al W de Castelli.","IR 108","3757-2-1","54","-36.143828","-57.954892","","","","fresco húmedo","no uniforme","","","","","Castelli","Cas","Es un suelo gris muy oscuro, profundo, con aptitud ganadera que se encuentra en los tendidos de la Subregión Pampa Deprimida Sector Oriental, en transición a la llanura marina de la Bahía de Samborombón; algo pobremente drenado, desarrollado sobre sedimentos eólicos finos, débilmente a moderadamente salino, con fuerte alcalinidad sódica desde superficie, con pendientes que no superan el 0-0,5 %.","Buenos Aires","","Natracuol típico, fina, illítica, térmica","","","clase 3","ganadero","subnormal","lenta","lento","0 - 1%","","clase 2","tendido","8.7","125","80","","franco"
"13687","32.8","","17.1","8.2","9.2","7.8","387.0","","","2.7","7.9","18.8","","","31.8","62.1","12.5","0.8","","","","","","5.8","","","7.34","","","","","125-145","","","","","","xxx","7.5YR 5/4","7.5YR 7/4","Ca x","","","no adhesivo","no plástico","masiva","","","CN","C","H","12082","","","","2629","26/50 C","150.0","80.0","sedimentos eólicos finos","modal","1971-08-01","Agropiro, gerardia, distichlis, altamisa, vicia, oxalis.","","true","s w","VI","A 25 km al W de Castelli.","IR 108","3757-2-1","54","-36.143828","-57.954892","","","","fresco húmedo","no uniforme","","","","","Castelli","Cas","Es un suelo gris muy oscuro, profundo, con aptitud ganadera que se encuentra en los tendidos de la Subregión Pampa Deprimida Sector Oriental, en transición a la llanura marina de la Bahía de Samborombón; algo pobremente drenado, desarrollado sobre sedimentos eólicos finos, débilmente a moderadamente salino, con fuerte alcalinidad sódica desde superficie, con pendientes que no superan el 0-0,5 %.","Buenos Aires","","Natracuol típico, fina, illítica, térmica","","","clase 3","ganadero","subnormal","lenta","lento","0 - 1%","","clase 2","tendido","9.2","145","125","","franco limoso"
