"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"3688","21.4","18.1","22.1","5.8","6.4","5.2","3177.0","12.6","2.9","2.4","0.2","23.9","2.33","0.225","15.9","38.9","34.5","2.7","0.0","0.0","0.0","","","0.0","","","","6.1","82.0","75.0","","0-16","","10.0","","","","","10YR 3/1","10YR 4/2","","","","","","granular","finos","moderado","","Ap","","804","abrupto","suave","","455","8/730 C","","","","no modal","1967-05-23","Campo arado","Piso de arado.
Existe una transición entre el A12 y el B2 de 4 cm de espesor. No se estanca el agua. 
El límite entre el B2 y B3 oscila entre claro y gradual. El C quizás es franco arenoso o en el límite con el franco.
Se extrajo una muestra a 1.70 m y otra entre 1.10 y 1.30 m, C1 y C2.","true","","","A 4.4 km al S de Arribeños.","R 664","3560-1-3","19","-34.247191","-61.362659","Pampa arenosa","","III 712","húmedo","uniforme","","acumulación","","grado 0","Santa Isabel","SI","","Buenos Aires","","","","","clase 0","agrícola","cóncavo","rápida","","0 - 1%","clase 5","","bajo","5.7","16","0","3","franco"
"3689","20.8","18.6","22.0","5.8","6.6","5.1","4942.0","12.4","4.3","1.7","0.2","24.2","1.45","0.142","15.8","37.2","35.7","2.9","0.0","0.0","0.0","","","0.0","","","","5.8","85.0","76.0","","16-32","","10.0","","","","","10YR 3/1","","","","","","","bloques subangulares","medios","moderado","","A12","","805","claro","suave","","455","8/730 C","","","","no modal","1967-05-23","Campo arado","Piso de arado.
Existe una transición entre el A12 y el B2 de 4 cm de espesor. No se estanca el agua. 
El límite entre el B2 y B3 oscila entre claro y gradual. El C quizás es franco arenoso o en el límite con el franco.
Se extrajo una muestra a 1.70 m y otra entre 1.10 y 1.30 m, C1 y C2.","true","","","A 4.4 km al S de Arribeños.","R 664","3560-1-3","19","-34.247191","-61.362659","Pampa arenosa","","III 712","húmedo","uniforme","","acumulación","","grado 0","Santa Isabel","SI","","Buenos Aires","","","","","clase 0","agrícola","cóncavo","rápida","","0 - 1%","clase 5","","bajo","6.0","32","16","3","franco"
"3690","18.4","14.0","16.8","6.0","6.9","5.2","4589.0","10.5","2.1","1.2","0.2","23.3","0.46","0.05","11.3","32.3","40.6","3.8","0.0","0.0","0.0","","","0.0","","","","3.9","83.0","70.0","","32-53","","9.0","","","Clsk finos, discontinuos","","10YR 3/2","","","","muy friable","","","prismas","medios","débil","Manchas de mat. orgánica","B2","","806","gradual","suave","","455","8/730 C","","","","no modal","1967-05-23","Campo arado","Piso de arado.
Existe una transición entre el A12 y el B2 de 4 cm de espesor. No se estanca el agua. 
El límite entre el B2 y B3 oscila entre claro y gradual. El C quizás es franco arenoso o en el límite con el franco.
Se extrajo una muestra a 1.70 m y otra entre 1.10 y 1.30 m, C1 y C2.","true","","","A 4.4 km al S de Arribeños.","R 664","3560-1-3","19","-34.247191","-61.362659","Pampa arenosa","","III 712","húmedo","uniforme","","acumulación","","grado 0","Santa Isabel","SI","","Buenos Aires","","","","","clase 0","agrícola","cóncavo","rápida","","0 - 1%","clase 5","","bajo","6.0","53","32","2","franco"
"3691","16.7","12.8","13.8","6.3","7.0","5.3","4589.0","10.2","1.8","0.6","0.2","21.1","0.38","0.043","10.5","30.6","44.2","4.1","0.0","0.0","0.0","","","0.0","","","","2.8","93.0","82.0","","53-90","","9.0","","","","","10YR 3.5/3","10YR 5/3","","","muy friable","","","prismas","medios","moderado","","B3","","807","difuso","suave","","455","8/730 C","","","","no modal","1967-05-23","Campo arado","Piso de arado.
Existe una transición entre el A12 y el B2 de 4 cm de espesor. No se estanca el agua. 
El límite entre el B2 y B3 oscila entre claro y gradual. El C quizás es franco arenoso o en el límite con el franco.
Se extrajo una muestra a 1.70 m y otra entre 1.10 y 1.30 m, C1 y C2.","true","","","A 4.4 km al S de Arribeños.","R 664","3560-1-3","19","-34.247191","-61.362659","Pampa arenosa","","III 712","húmedo","uniforme","","acumulación","","grado 0","Santa Isabel","SI","","Buenos Aires","","","","","clase 0","agrícola","cóncavo","rápida","","0 - 1%","clase 5","","bajo","6.5","90","53","2","franco"
"3692","13.3","13.1","13.6","6.7","7.2","5.4","5648.0","8.2","3.9","0.8","0.2","16.1","0.17","","9.5","30.0","48.9","5.0","0.0","0.0","0.0","","","0.0","","","","2.1","96.0","86.0","","110-130","","","","","","","7.5YR 4/3","","","","suelto","","","grano suelto","","","","C","","808","","","","455","8/730 C","","","","no modal","1967-05-23","Campo arado","Piso de arado.
Existe una transición entre el A12 y el B2 de 4 cm de espesor. No se estanca el agua. 
El límite entre el B2 y B3 oscila entre claro y gradual. El C quizás es franco arenoso o en el límite con el franco.
Se extrajo una muestra a 1.70 m y otra entre 1.10 y 1.30 m, C1 y C2.","true","","","A 4.4 km al S de Arribeños.","R 664","3560-1-3","19","-34.247191","-61.362659","Pampa arenosa","","III 712","húmedo","uniforme","","acumulación","","grado 0","Santa Isabel","SI","","Buenos Aires","","","","","clase 0","agrícola","cóncavo","rápida","","0 - 1%","clase 5","","bajo","6.5","175","90","1","franco"
"3693","11.8","12.8","12.8","6.9","7.5","5.7","6354.0","7.9","3.3","1.4","0.2","15.3","0.09","","7.6","28.8","50.8","5.1","0.0","0.0","0.0","","","0.0","","","","1.9","100.0","87.0","","175+","","","","","","","","","","","","","","","","","","C2","","35251","","","","455","8/730 C","","","","no modal","1967-05-23","Campo arado","Piso de arado.
Existe una transición entre el A12 y el B2 de 4 cm de espesor. No se estanca el agua. 
El límite entre el B2 y B3 oscila entre claro y gradual. El C quizás es franco arenoso o en el límite con el franco.
Se extrajo una muestra a 1.70 m y otra entre 1.10 y 1.30 m, C1 y C2.","true","","","A 4.4 km al S de Arribeños.","R 664","3560-1-3","19","-34.247191","-61.362659","Pampa arenosa","","III 712","húmedo","uniforme","","acumulación","","grado 0","Santa Isabel","SI","","Buenos Aires","","","","","clase 0","agrícola","cóncavo","rápida","","0 - 1%","clase 5","","bajo","","190","175","",""
