"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"2794","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-12","","","","","","","10YR 2/2","","","","friable","adhesivo","plástico","bloques subangulares","finos","moderado","Lombrices","Ap","","1877","abrupto","suave","","625","12/789 C","","","","no modal","1966-11-17","Trigo","Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).","true","","","A 2.2 km al ESE de Est. Rafael Obligado.","R 360","3560-8-1","69","-34.373754","-60.771124","","","11-1-N","fresco","uniforme","ligera","hídrica","","grado 0","Rojas","Ro","","Buenos Aires","","","","","clase 0","agrícola","normal","moderada","lento","0 - 1%","clase 5","","media loma alta","6.0","14","0","3","franco"
"2794","29.0","17.2","19.6","5.1","5.4","4.9","1811.0","14.2","1.3","1.6","0.1","25.2","2.2","0.192","19.6","53.1","20.3","1.4","0.0","0.0","0.0","","","0.0","","","","8.2","88.0","","","12-24","","11.0","","","","","10YR 2/1","","","","friable","adhesivo","plástico","bloques subangulares","finos","moderado","Lombrices","A12","","1878","claro","suave","","625","12/789 C","","","","no modal","1966-11-17","Trigo","Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).","true","","","A 2.2 km al ESE de Est. Rafael Obligado.","R 360","3560-8-1","69","-34.373754","-60.771124","","","11-1-N","fresco","uniforme","ligera","hídrica","","grado 0","Rojas","Ro","","Buenos Aires","","","","","clase 0","agrícola","normal","moderada","lento","0 - 1%","clase 5","","media loma alta","6.5","24","14","3","franco"
"2795","28.3","15.8","17.4","5.7","6.0","5.1","4807.0","12.8","1.9","0.9","0.2","27.8","1.06","0.103","17.0","47.3","23.8","1.1","0.0","0.0","0.0","","","0.0","","","","5.4","91.0","","","24-37","","10.0","","","Clsk + ","","10YR 3/2","","","","firme","adhesivo","plástico","bloques subangulares","medios","moderado","","B1","","1879","abrupto","suave","","625","12/789 C","","","","no modal","1966-11-17","Trigo","Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).","true","","","A 2.2 km al ESE de Est. Rafael Obligado.","R 360","3560-8-1","69","-34.373754","-60.771124","","","11-1-N","fresco","uniforme","ligera","hídrica","","grado 0","Rojas","Ro","","Buenos Aires","","","","","clase 0","agrícola","normal","moderada","lento","0 - 1%","clase 5","","media loma alta","6.5","37","24","2","franco arcilloso"
"2796","33.5","20.1","22.3","5.9","6.2","5.1","3143.0","14.0","4.5","1.4","0.2","36.8","0.58","0.073","12.3","42.5","19.6","1.1","0.0","0.0","0.0","","","0.0","","","","5.5","90.0","","","37-81","","8.0","","","Clsk +++ (10YR 3/3)","","10YR 3/3","","","","firme","muy adhesivo","muy plástico","prismas","medios","fuerte","","B2","","1880","claro","suave","","625","12/789 C","","","","no modal","1966-11-17","Trigo","Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).","true","","","A 2.2 km al ESE de Est. Rafael Obligado.","R 360","3560-8-1","69","-34.373754","-60.771124","","","11-1-N","fresco","uniforme","ligera","hídrica","","grado 0","Rojas","Ro","","Buenos Aires","","","","","clase 0","agrícola","normal","moderada","lento","0 - 1%","clase 5","","media loma alta","6.5","81","37","1","arcilloso"
"2797","24.5","15.8","17.3","6.0","6.6","4.9","4510.0","11.0","3.1","1.5","0.2","18.2","0.18","0.035","15.6","49.5","30.4","1.9","0.0","0.0","0.0","","","0.0","","","","3.1","91.0","","","81-138","","5.0","","","Clsk medios","","10YR 4/4","","","ligeramente duro","","ligeramente adhesivo","ligeramente plástico","bloques subangulares","gruesos","","","B3","","1881","gradual","suave","","625","12/789 C","","","","no modal","1966-11-17","Trigo","Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).","true","","","A 2.2 km al ESE de Est. Rafael Obligado.","R 360","3560-8-1","69","-34.373754","-60.771124","","","11-1-N","fresco","uniforme","ligera","hídrica","","grado 0","Rojas","Ro","","Buenos Aires","","","","","clase 0","agrícola","normal","moderada","lento","0 - 1%","clase 5","","media loma alta","7.0","138","81","1","franco"
"2798","21.6","15.8","17.0","6.6","6.9","5.3","5176.0","10.1","3.7","1.8","0.2","12.5","0.12","0.025","17.2","57.7","27.3","2.5","0.0","0.0","0.0","","","0.0","","","","2.4","93.0","","","138+","","5.0","","","","","10YR 4/4","","","","suelto","no adhesivo","ligeramente plástico","masiva","","","","C","","1882","","","Fe epf","625","12/789 C","","","","no modal","1966-11-17","Trigo","Se han analizado los horizontes Ap - A12 como A (0 - 24 cm).","true","","","A 2.2 km al ESE de Est. Rafael Obligado.","R 360","3560-8-1","69","-34.373754","-60.771124","","","11-1-N","fresco","uniforme","ligera","hídrica","","grado 0","Rojas","Ro","","Buenos Aires","","","","","clase 0","agrícola","normal","moderada","lento","0 - 1%","clase 5","","media loma alta","7.5","150","138","","franco arenoso"
