"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"702","","25.0","28.6","5.5","6.4","5.4","1101.0","19.6","3.3","1.6","0.5","27.5","2.1","0.208","31.0","65.6","3.4","2.4","1.1","0.0","0.0","","","","","","","8.8","87.0","","","0-19","","10.0","","","","","10YR 2/1","","","","muy friable","","","granular","muy finos","débil","","A11","","1067","claro","suave","","497","11/329 C","","","","no modal","1965-11-18","Alfalfa 10% floración, Trébol blanco, Cebadilla criolla, Sorghum halepense.","Bx: fragipán.","true","","","Ea. Santa Juana de Bustillo e hijos. A 1.150 km al WNW de Estación Arroyo Dulce.","RH 369","3560-3-1","24","-34.097361","-60.417274","Pampa ondulada","","","seco","no uniforme","","acumulación","","grado 0","Arroyo Dulce","AD","","Buenos Aires","","Brunizem","","engrosada","clase 0","ganadero","normal","muy lenta","lento","0 - 1%","clase 2","","bajo","","19","0","4","franco limoso"
"703","","21.6","23.8","5.9","6.8","5.5","1113.0","16.2","3.6","0.9","0.9","32.4","1.23","0.122","33.5","61.7","3.4","1.6","0.7","0.2","0.0","","","","","","","6.0","91.0","","","19-28","","10.0","","","","","10YR 3/4","","","","muy friable","","","granular","muy finos","débil","","A12","","1068","claro","suave","","497","11/329 C","","","","no modal","1965-11-18","Alfalfa 10% floración, Trébol blanco, Cebadilla criolla, Sorghum halepense.","Bx: fragipán.","true","","","Ea. Santa Juana de Bustillo e hijos. A 1.150 km al WNW de Estación Arroyo Dulce.","RH 369","3560-3-1","24","-34.097361","-60.417274","Pampa ondulada","","","seco","no uniforme","","acumulación","","grado 0","Arroyo Dulce","AD","","Buenos Aires","","Brunizem","","engrosada","clase 0","ganadero","normal","muy lenta","lento","0 - 1%","clase 2","","bajo","","28","19","2","franco limoso"
"704","","19.4","22.9","6.0","6.9","5.5","1123.0","13.7","4.0","1.0","0.7","33.7","1.04","0.094","33.7","57.0","3.5","3.3","2.2","0.3","0.0","","","","","","","4.9","85.0","","","28-42","","11.0","","","","","10YR 3/1.5","","","","muy friable","","","granular","muy finos","débil","","A13","","1069","claro","suave","","497","11/329 C","","","","no modal","1965-11-18","Alfalfa 10% floración, Trébol blanco, Cebadilla criolla, Sorghum halepense.","Bx: fragipán.","true","","","Ea. Santa Juana de Bustillo e hijos. A 1.150 km al WNW de Estación Arroyo Dulce.","RH 369","3560-3-1","24","-34.097361","-60.417274","Pampa ondulada","","","seco","no uniforme","","acumulación","","grado 0","Arroyo Dulce","AD","","Buenos Aires","","Brunizem","","engrosada","clase 0","ganadero","normal","muy lenta","lento","0 - 1%","clase 2","","bajo","","42","28","1","franco limoso"
"705","","19.7","22.4","6.1","7.1","5.6","1121.0","14.3","3.6","1.2","0.6","36.5","0.7","0.07","36.5","55.8","3.9","2.2","1.2","0.4","0.0","","","","","","","4.6","88.0","","","42-62","","10.0","","","","","10YR 3/2","10YR 3/1(subordinado ","","","muy friable","","","granular","finos","débil","","A3","","1070","abrupto","suave","","497","11/329 C","","","","no modal","1965-11-18","Alfalfa 10% floración, Trébol blanco, Cebadilla criolla, Sorghum halepense.","Bx: fragipán.","true","","","Ea. Santa Juana de Bustillo e hijos. A 1.150 km al WNW de Estación Arroyo Dulce.","RH 369","3560-3-1","24","-34.097361","-60.417274","Pampa ondulada","","","seco","no uniforme","","acumulación","","grado 0","Arroyo Dulce","AD","","Buenos Aires","","Brunizem","","engrosada","clase 0","ganadero","normal","muy lenta","lento","0 - 1%","clase 2","","bajo","","62","42","","franco limoso"
"706","","20.3","21.7","6.5","7.4","6.0","1087.0","15.0","3.5","1.3","0.5","29.1","0.65","0.068","29.1","55.9","5.7","2.6","2.7","3.2","0.8","","","","","","","4.4","93.0","","","62-88","","9.0","","","","","10YR 3/2","","","","friable","","ligeramente plástico","bloques subangulares","medios","débil","","B1","","1071","gradual","","","497","11/329 C","","","","no modal","1965-11-18","Alfalfa 10% floración, Trébol blanco, Cebadilla criolla, Sorghum halepense.","Bx: fragipán.","true","","","Ea. Santa Juana de Bustillo e hijos. A 1.150 km al WNW de Estación Arroyo Dulce.","RH 369","3560-3-1","24","-34.097361","-60.417274","Pampa ondulada","","","seco","no uniforme","","acumulación","","grado 0","Arroyo Dulce","AD","","Buenos Aires","","Brunizem","","engrosada","clase 0","ganadero","normal","muy lenta","lento","0 - 1%","clase 2","","bajo","","88","62","","franco arcillo limoso"
"707","","25.1","27.5","6.7","7.8","5.9","1101.0","17.0","5.7","1.6","0.8","30.6","0.28","0.042","30.6","54.8","8.9","2.8","0.9","1.2","0.8","","","","","","","3.8","91.0","","","88-150","","7.0","","","Clsk ++","","7.5YR 3/2","","","","firme","","ligeramente plástico","prismas","","","","B2","","1072","gradual","","","497","11/329 C","","","","no modal","1965-11-18","Alfalfa 10% floración, Trébol blanco, Cebadilla criolla, Sorghum halepense.","Bx: fragipán.","true","","","Ea. Santa Juana de Bustillo e hijos. A 1.150 km al WNW de Estación Arroyo Dulce.","RH 369","3560-3-1","24","-34.097361","-60.417274","Pampa ondulada","","","seco","no uniforme","","acumulación","","grado 0","Arroyo Dulce","AD","","Buenos Aires","","Brunizem","","engrosada","clase 0","ganadero","normal","muy lenta","lento","0 - 1%","clase 2","","bajo","","150","88","","arcilloso"
"708","","","24.8","7.7","8.5","6.6","1098.0","","","1.8","0.9","","0.16","0.034","","","","","","","","","","0.3","","","","","","","","150-195","","5.0","","","","+","7.5YR 5/3","","","","firme","","","","","","","Bx","","1073","gradual","","Fe Mn ++ finos, precisos","497","11/329 C","","","","no modal","1965-11-18","Alfalfa 10% floración, Trébol blanco, Cebadilla criolla, Sorghum halepense.","Bx: fragipán.","true","","","Ea. Santa Juana de Bustillo e hijos. A 1.150 km al WNW de Estación Arroyo Dulce.","RH 369","3560-3-1","24","-34.097361","-60.417274","Pampa ondulada","","","seco","no uniforme","","acumulación","","grado 0","Arroyo Dulce","AD","","Buenos Aires","","Brunizem","","engrosada","clase 0","ganadero","normal","muy lenta","lento","0 - 1%","clase 2","","bajo","","195","150","","franco arcilloso"
"709","27.9","21.8","23.7","7.3","8.3","6.2","1098.0","14.3","4.4","2.1","1.0","12.9","0.09","0.019","24.7","67.1","17.2","2.8","0.0","0.0","0.0","","","0.03","","","","2.5","92.0","","","195-250","","5.0","","","","","7.5YR 5/4","","","","","","","","","","","C","","1074","","","","497","11/329 C","","","","no modal","1965-11-18","Alfalfa 10% floración, Trébol blanco, Cebadilla criolla, Sorghum halepense.","Bx: fragipán.","true","","","Ea. Santa Juana de Bustillo e hijos. A 1.150 km al WNW de Estación Arroyo Dulce.","RH 369","3560-3-1","24","-34.097361","-60.417274","Pampa ondulada","","","seco","no uniforme","","acumulación","","grado 0","Arroyo Dulce","AD","","Buenos Aires","","Brunizem","","engrosada","clase 0","ganadero","normal","muy lenta","lento","0 - 1%","clase 2","","bajo","","250","195","","franco arcilloso"
