"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"2321","42.3","35.9","43.0","","5.9","4.5","","30.6","1.6","2.7","1.0","42.7","3.37","0.26","26.9","56.8","0.0","0.2","0.1","","","","","0.0","","","","5.5","","83.0","","01-10","","13.0","","","vestigios de barnices (""humic skins"")","","10YR 2/2","","","","friable","ligeramente adhesivo","ligeramente plástico","bloques subangulares","medios","moderado","Micelios","A1","F/M","4686","claro","suave","vestigios","1202","ER1-63aC","","100.0","Limos loessoides calcáreos","modal","1977-08-29","Monte nativo (caraguata, espinillo, palma caranday, romerillo)","","true","","","18 km al N de Bovril camino a Colonia Avigdor - Dpto. La Paz","469","3160-23-3","24","-31.211776","-59.415854","Peniplanicie","suavemente ondulada con gilgai","Ps(g)","fresco","uniforme","ligera","hídrica","pedregosidad","grado 0","Avigdor","Av","","Entre Ríos","","Peluderte mólico","","","clase 0","bosque/monte","normal","moderadamente lenta","lento","1 - 3%","clase 3","clase 3","media loma","5.5","12","0","RRR","franco arcillo limoso"
"2322","46.8","37.7","46.0","","7.2","6.1","","32.0","2.0","1.7","2.0","48.2","2.21","0.16","27.1","49.8","1.5","0.2","0.1","","","","","0.0","","","","5.5","","82.0","","16-44","","14.0","","","","","10YR 2/1","","","","friable","adhesivo","plástico","prismas compuestos irregulares","medios","débil","Slickensides, escasas, no intersectadas","B21","H/M","4687","gradual","suave","vestigios","1202","ER1-63aC","","100.0","Limos loessoides calcáreos","modal","1977-08-29","Monte nativo (caraguata, espinillo, palma caranday, romerillo)","","true","","","18 km al N de Bovril camino a Colonia Avigdor - Dpto. La Paz","469","3160-23-3","24","-31.211776","-59.415854","Peniplanicie","suavemente ondulada con gilgai","Ps(g)","fresco","uniforme","ligera","hídrica","pedregosidad","grado 0","Avigdor","Av","","Entre Ríos","","Peluderte mólico","","","clase 0","bosque/monte","normal","moderadamente lenta","lento","1 - 3%","clase 3","clase 3","media loma","6.0","48","12","RR","arcilloso limoso"
"2323","","","","","8.4","7.1","","","","","","54.9","0.47","","21.3","44.7","0.0","0.1","0.1","","","","","7.8","","","","","","","","51-80","","","","","","x","10YR 4/1","","CO3Ca, escasas, hasta 0.5 cm","","friable","muy adhesivo","plástico","prismas compuestos irregulares","medios","débil","Slickensides, escasas","B22ca","F/H","4688","gradual","suave","FeMn escasos, finos, precisos","1202","ER1-63aC","","100.0","Limos loessoides calcáreos","modal","1977-08-29","Monte nativo (caraguata, espinillo, palma caranday, romerillo)","","true","","","18 km al N de Bovril camino a Colonia Avigdor - Dpto. La Paz","469","3160-23-3","24","-31.211776","-59.415854","Peniplanicie","suavemente ondulada con gilgai","Ps(g)","fresco","uniforme","ligera","hídrica","pedregosidad","grado 0","Avigdor","Av","","Entre Ríos","","Peluderte mólico","","","clase 0","bosque/monte","normal","moderadamente lenta","lento","1 - 3%","clase 3","clase 3","media loma","7.0","82","48","r","arcilloso limoso"
"2324","54.6","","","","8.4","7.1","","","","","","47.2","0.64","0.09","27.7","52.4","0.0","0.1","0.1","","","","","11.6","","","","","","","","82-96","","7.0","","","","xx","10YR 4/2","","CO3Ca, comunes, hasta 0.5 cm","","firme","ligeramente adhesivo","plástico","prismas compuestos irregulares","medios","moderado","Slickensides, escasas. Chorreaduras de MO","B3ca","F","4689","difuso","suave","FeMn comunes, finos y precisos","1202","ER1-63aC","","100.0","Limos loessoides calcáreos","modal","1977-08-29","Monte nativo (caraguata, espinillo, palma caranday, romerillo)","","true","","","18 km al N de Bovril camino a Colonia Avigdor - Dpto. La Paz","469","3160-23-3","24","-31.211776","-59.415854","Peniplanicie","suavemente ondulada con gilgai","Ps(g)","fresco","uniforme","ligera","hídrica","pedregosidad","grado 0","Avigdor","Av","","Entre Ríos","","Peluderte mólico","","","clase 0","bosque/monte","normal","moderadamente lenta","lento","1 - 3%","clase 3","clase 3","media loma","7.5","96","82","r","franco arcillo limoso"
"2325","52.2","","","","8.1","6.9","","","","","","47.2","0.47","","27.8","52.5","0.0","0.1","0.0","","","","","9.1","","","","","","","","133-146","","","","","","xx","7.5YR 5/3","","CO3Ca, comunes, hasta 1 cm","","friable","ligeramente adhesivo","ligeramente plástico","masiva","","","Chorreaduras de MO","Cca","F","4690","","","FeMn comunes, finos y precisos","1202","ER1-63aC","","100.0","Limos loessoides calcáreos","modal","1977-08-29","Monte nativo (caraguata, espinillo, palma caranday, romerillo)","","true","","","18 km al N de Bovril camino a Colonia Avigdor - Dpto. La Paz","469","3160-23-3","24","-31.211776","-59.415854","Peniplanicie","suavemente ondulada con gilgai","Ps(g)","fresco","uniforme","ligera","hídrica","pedregosidad","grado 0","Avigdor","Av","","Entre Ríos","","Peluderte mólico","","","clase 0","bosque/monte","normal","moderadamente lenta","lento","1 - 3%","clase 3","clase 3","media loma","8.0","106","96","-","franco arcillo limoso"
