"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"3556","27.4","22.3","24.0","5.9","6.4","5.3","3952.0","14.8","5.2","2.1","0.2","29.8","1.57","0.173","27.2","53.5","15.7","1.0","0.0","0.0","0.0","","","0.0","","","0.43","5.0","93.0","82.0","","0-12","","9.0","","","","","10YR 3/2","","","","friable","","","bloques angulares","medios","moderado","","A11","","2936","claro","","","786","5/577 C","","95.0","","no modal","1967-04-26","Gramíneas naturales","Relieve: normal/subnormal","true","","","A 3,5 km al N de Villa Ruiz","357","3560-11-1","15","-34.405959","-59.27255","","","","fresco húmedo","no uniforme","nula","","","grado 0","Villa Ruiz","VRu","","Buenos Aires","","","","","clase 0","ganadero","normal","lenta","lento","","clase 5","clase 2","loma","6.0","12","0","","franco"
"3557","28.7","25.7","27.9","5.9","6.7","5.2","3648.0","16.2","7.1","2.2","0.2","32.3","1.49","0.155","28.3","52.3","14.6","0.8","0.0","0.0","0.0","","","0.0","","","0.32","6.0","92.0","82.0","","12-27","","9.0","","","","","10YR 2/2","","","","friable","","","bloques angulares","medios","moderado","","A12","","2937","claro","","","786","5/577 C","","95.0","","no modal","1967-04-26","Gramíneas naturales","Relieve: normal/subnormal","true","","","A 3,5 km al N de Villa Ruiz","357","3560-11-1","15","-34.405959","-59.27255","","","","fresco húmedo","no uniforme","nula","","","grado 0","Villa Ruiz","VRu","","Buenos Aires","","","","","clase 0","ganadero","normal","lenta","lento","","clase 5","clase 2","loma","6.0","27","12","","franco"
"3558","29.0","22.1","25.1","5.5","6.6","4.8","3344.0","14.0","4.1","1.9","2.1","35.3","0.84","0.09","26.1","51.5","12.6","0.6","0.0","0.0","0.0","","","0.0","","","0.23","6.2","88.0","78.0","","27-42","","10.0","","","","","10YR 3/4","10YR 5/2","","","friable","","","bloques angulares","medios","débil","","A13","","2938","claro","","","786","5/577 C","","95.0","","no modal","1967-04-26","Gramíneas naturales","Relieve: normal/subnormal","true","","","A 3,5 km al N de Villa Ruiz","357","3560-11-1","15","-34.405959","-59.27255","","","","fresco húmedo","no uniforme","nula","","","grado 0","Villa Ruiz","VRu","","Buenos Aires","","","","","clase 0","ganadero","normal","lenta","lento","","clase 5","clase 2","loma","5.5","42","27","","franco"
"3559","27.9","17.9","21.2","5.5","6.2","4.5","4560.0","10.3","4.8","1.7","1.7","29.5","0.83","0.089","29.9","55.1","14.5","0.9","0.0","0.0","0.0","","","0.0","","","0.23","7.2","85.0","72.0","","42-63","","10.0","","","","","10YR 3/3","10YR 3/4","","","friable","","","bloques angulares","finos","débil","","A21","","2939","gradual","ondulado","","786","5/577 C","","95.0","","no modal","1967-04-26","Gramíneas naturales","Relieve: normal/subnormal","true","","","A 3,5 km al N de Villa Ruiz","357","3560-11-1","15","-34.405959","-59.27255","","","","fresco húmedo","no uniforme","nula","","","grado 0","Villa Ruiz","VRu","","Buenos Aires","","","","","clase 0","ganadero","normal","lenta","lento","","clase 5","clase 2","loma","5.5","63","42","","franco"
"3560","28.2","18.4","21.9","5.1","6.1","4.2","3943.0","10.8","5.0","1.0","1.6","32.8","0.88","0.089","27.9","51.6","14.7","0.9","0.0","0.0","0.0","","","0.0","","","0.25","7.3","84.0","72.0","","63-73","","10.0","","","","","10YR 3/2","10YR 5/2","","","firme","","","bloques angulares","medios","","","A22","","2940","gradual","ondulado","","786","5/577 C","","95.0","","no modal","1967-04-26","Gramíneas naturales","Relieve: normal/subnormal","true","","","A 3,5 km al N de Villa Ruiz","357","3560-11-1","15","-34.405959","-59.27255","","","","fresco húmedo","no uniforme","nula","","","grado 0","Villa Ruiz","VRu","","Buenos Aires","","","","","clase 0","ganadero","normal","lenta","lento","","clase 5","clase 2","loma","5.5","73","63","","franco"
"3561","28.8","21.7","25.7","5.0","6.0","4.2","139.0","12.3","5.7","1.3","2.4","34.8","0.7","0.078","26.4","52.6","11.8","0.8","0.0","0.0","0.0","","","0.0","","","0.18","7.6","85.0","74.0","","73-83","","9.0","","","Ckay skins +","","10YR 3/3","10YR 4/2","","","muy firme","","","prismas","medios","moderado","","ByA","","2941","abrupto","ondulado","","786","5/577 C","","95.0","","no modal","1967-04-26","Gramíneas naturales","Relieve: normal/subnormal","true","","","A 3,5 km al N de Villa Ruiz","357","3560-11-1","15","-34.405959","-59.27255","","","","fresco húmedo","no uniforme","nula","","","grado 0","Villa Ruiz","VRu","","Buenos Aires","","","","","clase 0","ganadero","normal","lenta","lento","","clase 5","clase 2","loma","5.5","83","73","","franco arcillo limoso"
"3562","35.3","27.7","30.9","5.1","6.4","4.3","1575.0","16.1","7.2","2.2","2.2","48.8","0.3","0.036","21.1","41.5","9.1","0.6","0.0","0.0","0.0","","","0.0","","","0.17","6.5","90.0","81.0","","83-130","","8.0","","","Ckay skins +++ 10YR 3/2","","10YR 4/2","","","","muy firme","","","prismas","gruesos","fuerte","","B21","","2942","gradual","","","786","5/577 C","","95.0","","no modal","1967-04-26","Gramíneas naturales","Relieve: normal/subnormal","true","","","A 3,5 km al N de Villa Ruiz","357","3560-11-1","15","-34.405959","-59.27255","","","","fresco húmedo","no uniforme","nula","","","grado 0","Villa Ruiz","VRu","","Buenos Aires","","","","","clase 0","ganadero","normal","lenta","lento","","clase 5","clase 2","loma","5.5","130","83","","franco arcilloso"
"3563","36.9","32.9","32.1","6.1","7.1","5.3","1494.0","21.4","7.0","2.6","1.9","41.0","0.29","0.036","26.5","49.7","8.8","0.5","0.0","0.0","0.0","","","0.0","","","0.15","4.3","100.0","89.0","","130-175","","8.0","","","Ckay skins ++","","7.5YR 4/2","","","","muy firme","","","prismas","medios","fuerte","","B22","","2943","gradual","","","786","5/577 C","","95.0","","no modal","1967-04-26","Gramíneas naturales","Relieve: normal/subnormal","true","","","A 3,5 km al N de Villa Ruiz","357","3560-11-1","15","-34.405959","-59.27255","","","","fresco húmedo","no uniforme","nula","","","grado 0","Villa Ruiz","VRu","","Buenos Aires","","","","","clase 0","ganadero","normal","lenta","lento","","clase 5","clase 2","loma","6.0","175","130","","franco arcillo limoso"
"3564","34.0","","25.0","7.3","8.0","7.0","1444.0","","","","","31.0","0.2","0.2","32.0","59.0","7.8","0.9","0.0","0.0","0.0","","","1.1","","","0.34","","","","","175-215","","","","","Ckay skins +","","7.5YR 4/4","7.5YR 6/4","+","","firme","","","","medios","moderado","","B3","","2944","gradual","","","786","5/577 C","","95.0","","no modal","1967-04-26","Gramíneas naturales","Relieve: normal/subnormal","true","","","A 3,5 km al N de Villa Ruiz","357","3560-11-1","15","-34.405959","-59.27255","","","","fresco húmedo","no uniforme","nula","","","grado 0","Villa Ruiz","VRu","","Buenos Aires","","","","","clase 0","ganadero","normal","lenta","lento","","clase 5","clase 2","loma","7.5","215","175","","franco arcillo limoso"
"3565","40.0","","28.0","7.6","8.2","7.0","1198.0","","","","","43.0","0.1","0.1","27.0","44.0","3.1","0.4","0.0","0.0","0.0","","","9.0","","","0.3","","","","","215","","","","","","","7.5YR 5/4","","","","","","","masiva","","","","Cca","","2945","","","","786","5/577 C","","95.0","","no modal","1967-04-26","Gramíneas naturales","Relieve: normal/subnormal","true","","","A 3,5 km al N de Villa Ruiz","357","3560-11-1","15","-34.405959","-59.27255","","","","fresco húmedo","no uniforme","nula","","","grado 0","Villa Ruiz","VRu","","Buenos Aires","","","","","clase 0","ganadero","normal","lenta","lento","","clase 5","clase 2","loma","7.5","230","215","","franco limoso"
