"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"14467","25.2","15.4","16.2","5.8","7.0","5.4","2220.0","9.5","3.4","2.0","0.5","27.5","2.29","0.221","28.3","55.5","15.8","1.2","","","","","","0.0","","","","6.6","95.0","70.0","","5-20","","10.0","","","","","10YR 2/2","10YR 5/2","","ligeramente duro","friable","no adhesivo","no plástico","bloques subangulares","medios","moderado","","A1","F","16093","abrupto","suave","","3541","9/2131 C","120.0","","","no modal","1971-11-04","Suelo arado (Gramilla, Cardo de castilla, Altamisa)","Capa arable de 9 cm.","true","","","A 14.2 km al ENE de Est. Comandante Giribone.","017","3557-26-4","19","-35.5547","-57.5439","","","411 N/S","fresco húmedo mojado","no uniforme","nula","","","grado 0","La Granja","","","Buenos Aires","","Argiudol ácuico, fina","","","","ganadero","subnormal","moderada","medio","0 - 1%","clase 5","clase 2","","6.5","26","0","RRR","franco limoso"
"14468","50.3","","36.5","7.8","8.6","6.8","1857.0","","","3.7","3.1","58.5","0.12","","10.4","28.6","12.4","0.5","","","","","","0.01","","","","","","","","30-45","","","","","Clsk ++ Clhm ++","","7.5YR 3/2","7.5YR 6/2","FeMn ++","muy duro","firme","adhesivo","muy plástico","prismas compuestos regulares","gruesos","fuerte","","IIB2t","F/H","16094","claro","suave","ags","3541","9/2131 C","120.0","","","no modal","1971-11-04","Suelo arado (Gramilla, Cardo de castilla, Altamisa)","Capa arable de 9 cm.","true","","","A 14.2 km al ENE de Est. Comandante Giribone.","017","3557-26-4","19","-35.5547","-57.5439","","","411 N/S","fresco húmedo mojado","no uniforme","nula","","","grado 0","La Granja","","","Buenos Aires","","Argiudol ácuico, fina","","","","ganadero","subnormal","moderada","medio","0 - 1%","clase 5","clase 2","","6.5","48","26","RR","arcilloso"
"14469","33.1","","34.3","8.4","9.3","8.0","1359.0","","","3.5","3.9","27.3","0.14","","27.3","50.4","20.4","0.6","","","","","8.0","1.3","","","","","","","","55-85","","","","","Clsk +","","7.5YR 4/4","7.5YR 7/4","FeMn ++ Ca +++","duro","firme","ligeramente adhesivo","ligeramente plástico","bloques subangulares","medios","moderado","Microconc. de CO3Ca","IIIB3","H/M","16095","claro","suave","cmp","3541","9/2131 C","120.0","","","no modal","1971-11-04","Suelo arado (Gramilla, Cardo de castilla, Altamisa)","Capa arable de 9 cm.","true","","","A 14.2 km al ENE de Est. Comandante Giribone.","017","3557-26-4","19","-35.5547","-57.5439","","","411 N/S","fresco húmedo mojado","no uniforme","nula","","","grado 0","La Granja","","","Buenos Aires","","Argiudol ácuico, fina","","","","ganadero","subnormal","moderada","medio","0 - 1%","clase 5","clase 2","","6.5","92","48","RR","franco arcillo limoso"
"14470","26.9","","22.5","8.0","9.1","7.8","1631.0","","","3.1","1.6","27.2","","","19.7","48.2","23.5","1.1","","","","","1.6","0.01","","","","","","","","130-150","","","","","","","7.5YR 5/4","7.5YR 7/4","FeMn + Ca +++","muy duro","friable","no adhesivo","no plástico","bloques subangulares","finos","moderado","Microconcrec. de CO3Ca. Poroso","IIIC","M","16096","","","emp","3541","9/2131 C","120.0","","","no modal","1971-11-04","Suelo arado (Gramilla, Cardo de castilla, Altamisa)","Capa arable de 9 cm.","true","","","A 14.2 km al ENE de Est. Comandante Giribone.","017","3557-26-4","19","-35.5547","-57.5439","","","411 N/S","fresco húmedo mojado","no uniforme","nula","","","grado 0","La Granja","","","Buenos Aires","","Argiudol ácuico, fina","","","","ganadero","subnormal","moderada","medio","0 - 1%","clase 5","clase 2","","7.0","150","92","","franco limoso"
