"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"","","","12.1","7.6","","","","13.6","1.4","1.21","0.3","20.0","1.63","0.15","","39.6","","","40.4","","","","","","","","0.64","","","","","0-20","","","","","","","5YR3/2","5YR6/2","","","","","","bloques subangulares","","","","A1","","9722","claro","suave","","2145","VG 131","0.0","100.0","Sedimentos aluviales","no modal","1982-05-11","Cultivo de poroto","","true","w","II","Entrada planta NISALCO","","","","-24.883333","-65.416667","llanura","","","","no uniforme","ligera","hídrica","","","Valdivia","","","Salta","","Haplustalf ácuico","","","","agrícola","normal","moderada","lento","0 - 1%","clase 5","clase 3","loma","","20","0","XX","franco"
"","","","14.7","7.4","","","","13.2","2.8","0.87","0.3","35.2","0.96","0.12","","36.4","","","28.4","","","","","","","","0.72","","","","","20-50","","","","","comunes","","5YR4/2","","","","","","","prismas simples irregulares","","","","B21","","9723","claro","suave","","2145","VG 131","0.0","100.0","Sedimentos aluviales","no modal","1982-05-11","Cultivo de poroto","","true","w","II","Entrada planta NISALCO","","","","-24.883333","-65.416667","llanura","","","","no uniforme","ligera","hídrica","","","Valdivia","","","Salta","","Haplustalf ácuico","","","","agrícola","normal","moderada","lento","0 - 1%","clase 5","clase 3","loma","","50","20","","franco arcilloso"
"","","","15.7","7.2","","","","14.7","3.2","0.66","0.3","38.8","0.73","0.1","","44.8","","","16.4","","","","","","","","0.67","","","","","50-70","","","","","comunes","","5YR4/2","","","","","","","prismas simples irregulares","","","","B22","","9724","claro","suave","","2145","VG 131","0.0","100.0","Sedimentos aluviales","no modal","1982-05-11","Cultivo de poroto","","true","w","II","Entrada planta NISALCO","","","","-24.883333","-65.416667","llanura","","","","no uniforme","ligera","hídrica","","","Valdivia","","","Salta","","Haplustalf ácuico","","","","agrícola","normal","moderada","lento","0 - 1%","clase 5","clase 3","loma","","70","50","","franco arcillo limoso"
"","","","6.9","7.7","","","","","","0.3","0.3","14.8","0.25","0.04","","32.8","","","52.4","","","","","1.5","","","0.38","","","","","70-95","","","","","escasos","","5YR4/4","","","","","","","bloques subangulares","","","","B3","","9725","abrupto","suave","escasos","2145","VG 131","0.0","100.0","Sedimentos aluviales","no modal","1982-05-11","Cultivo de poroto","","true","w","II","Entrada planta NISALCO","","","","-24.883333","-65.416667","llanura","","","","no uniforme","ligera","hídrica","","","Valdivia","","","Salta","","Haplustalf ácuico","","","","agrícola","normal","moderada","lento","0 - 1%","clase 5","clase 3","loma","","95","70","","franco arenoso"
"","","","5.4","7.9","","","","","","0.25","0.4","8.2","0.14","0.02","","54.2","","","37.6","","","","","3.5","","","0.42","","","","","95-120","","","","","","","5YR4/4","","","","","","","grano suelto","","","","II","","9726","","","","2145","VG 131","0.0","100.0","Sedimentos aluviales","no modal","1982-05-11","Cultivo de poroto","","true","w","II","Entrada planta NISALCO","","","","-24.883333","-65.416667","llanura","","","","no uniforme","ligera","hídrica","","","Valdivia","","","Salta","","Haplustalf ácuico","","","","agrícola","normal","moderada","lento","0 - 1%","clase 5","clase 3","loma","","120","95","","franco"
